group	need	filename	trigger_key	bytes	licence	url	remark
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_E5_rr1.wav	76	235058	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_E5_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_F#1_rr1.wav	30	326960	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_F%231_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_F#2_rr1.wav	42	206342	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_F%232_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_F#3_rr1.wav	54	232016	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_F%233_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_F#4_rr1.wav	66	387548	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_F%234_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_F#5_rr1.wav	78	237938	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_F%235_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_G#1_rr1.wav	32	216878	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_G%231_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_G#2_rr1.wav	44	247148	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_G%232_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_G#3_rr1.wav	56	494540	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_G%233_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_G#4_rr1.wav	68	234242	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_G%234_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-4ft-release	required	HarpsiRH_HighRel_Far_G#5_rr1.wav	80	224822	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20Flemish/Releases/High/HarpsiRH_HighRel_Far_G%235_rr1.wav	4-foot stop: sounds one octave above trigger_key
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_A#0_rr1.wav	34	1824884	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_A%230_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_A#1_rr1.wav	46	1162052	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_A%231_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_A#2_rr1.wav	58	1121810	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_A%232_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_A#3_rr1.wav	70	781250	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_A%233_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_A#4_rr1.wav	82	588428	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_A%234_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_C1_rr1.wav	36	2811386	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_C1_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_C3_rr1.wav	60	1259462	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_C3_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_C4_rr1.wav	72	849776	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_C4_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_C5_rr1.wav	84	558920	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_C5_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_C5_rr2.wav	84	298598	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_C5_rr2.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_D1_rr1.wav	38	1739192	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_D1_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_D2_rr1.wav	50	968072	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_D2_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_D3_rr1.wav	62	1103576	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_D3_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_D4_rr1.wav	74	589286	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_D4_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_D5_rr1.wav	86	498140	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_D5_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_E1_rr1.wav	40	1361726	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_E1_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_E2_rr1.wav	52	1083410	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_E2_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_E3_rr1.wav	64	1090964	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_E3_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_E4_rr1.wav	76	610466	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_E4_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_E5_rr1.wav	88	498164	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_E5_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_F#1_rr1.wav	42	1256810	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_F%231_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_F#2_rr1.wav	54	1010534	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_F%232_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_F#3_rr1.wav	66	780650	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_F%233_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_F#4_rr1.wav	78	490586	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_F%234_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_G#1_rr1.wav	44	1164128	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_G%231_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_G#2_rr1.wav	56	979016	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_G%232_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_G#3_rr1.wav	68	659120	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_G%233_rr1.wav	
harpsichord-lute	optional	ZuckermannKitHarpsi_Lute_Sus_G#4_rr1.wav	80	432050	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Sustains/Lute/ZuckermannKitHarpsi_Lute_Sus_G%234_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_A#0_rr1.wav	34	167588	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_A%230_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_A#1_rr1.wav	46	246128	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_A%231_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_A#3_rr1.wav	70	407228	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_A%233_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_A#4_rr1.wav	82	148646	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_A%234_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_A2_rr1.wav	57	249272	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_A2_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_C1_rr1.wav	36	142670	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_C1_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_C3_rr1.wav	60	229298	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_C3_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_C4_rr1.wav	72	243044	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_C4_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_D1_rr1.wav	38	143306	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_D1_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_D2_rr1.wav	50	185906	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_D2_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_D3_rr1.wav	62	189110	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_D3_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_D4_rr1.wav	74	163544	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_D4_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_D5_rr1.wav	86	214214	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_D5_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_E1_rr1.wav	40	194564	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_E1_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_E2_rr1.wav	52	170438	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_E2_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_E3_rr1.wav	64	173198	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_E3_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_E4_rr1.wav	76	200078	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_E4_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_E5_rr1.wav	88	154988	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_E5_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_F#1_rr1.wav	42	194822	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_F%231_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_F#3_rr1.wav	66	148736	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_F%233_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_F#4_rr1.wav	78	128486	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_F%234_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_G#1_rr1.wav	44	149096	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_G%231_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_G#2_rr1.wav	56	219554	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_G%232_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_G#3_rr1.wav	68	134726	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_G%233_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_G#4_rr1.wav	80	144218	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_G%234_rr1.wav	
harpsichord-lute-release	optional	ZuckermannKitHarpsi_Lute_Rel_G2_rr1.wav	55	268634	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/master/Chordophones/Zithers/Harpsichord%2C%20English/Releases/Lute/ZuckermannKitHarpsi_Lute_Rel_G2_rr1.wav	
vcsl-sfz-maps	required	Upright Piano, Knight.sfz		21222	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/sfz/Chordophones/Zithers/Upright%20Piano%2C%20Knight.sfz	
vcsl-sfz-maps	required	Harpsichord, Flemish - Full.sfz		15136	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/sfz/Chordophones/Zithers/Harpsichord%2C%20Flemish%20-%20Full.sfz	
vcsl-sfz-maps	required	Harpsichord, Flemish - 4'.sfz		7326	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/sfz/Chordophones/Zithers/Harpsichord%2C%20Flemish%20-%204%27.sfz	
vcsl-sfz-maps	required	Harpsichord, Flemish - 8'.sfz		7810	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/sfz/Chordophones/Zithers/Harpsichord%2C%20Flemish%20-%208%27.sfz	
vcsl-sfz-maps	optional	Harpsichord, English - Keyswitch.sfz		16899	CC0-1.0	https://raw.githubusercontent.com/sgossner/VCSL/sfz/Chordophones/Zithers/Harpsichord%2C%20English%20-%20Keyswitch.sfz	
